ui,EndDate,Duration_tot,UserLanguage,Country,Consent_1,Condition,Age,Gender,Pol_ideo,Education,CRT,Demand_1,Demand_2,Demand,Attention_1,Attention_H,Timing_Inoc_Opening,Timing_Inoc_Warning,Timing_Inoc_1,Timing_Inoc_2,Threat_1,Threat_2,Threat_3,Threat_4,Threat,Affect_T1_1,Sci_Duration_1,Sci_1_Affect_1,Trial_1,Sci_Duration_2,Sci_2_Affect_1,Trial_2,Sci_Duration_3,Sci_3_Affect_1,Trial_3,Sci_Duration_4,Sci_4_Affect_1,Trial_4,Sci_Duration_5,Sci_5_Affect_1,Trial_5,Sci_Duration_6,Sci_6_Affect_1,Trial_6,Sci_Duration_7,Sci_7_Affect_1,Trial_7,Sci_Duration_8,Sci_8_Affect_1,Trial_8,Sci_Duration_9,Sci_9_Affect_1,Trial_9,Sci_Duration_10,Sci_10_Affect_1,Trial_10,Action_Duration_1,Act_1_Affect_1,Trial_11,Action_Duration_2,Act_2_Affect_1,Trial_12,Action_Duration_3,Act_3_Affect_1,Trial_13,Action_Duration_4,Act_4_Affect_1,Trial_14,Action_Duration_5,Act_5_Affect_1,Trial_15,Action_Duration_6,Act_6_Affect_1,Trial_16,Action_Duration_7,Act_7_Affect_1,Trial_17,Action_Duration_8,Act_8_Affect_1,Trial_18,Action_Duration_9,Act_9_Affect_1,Trial_19,Action_Duration_10,Act_10_Affect_1,Trial_20,CCB_real,CCB_cause,CCB_cons,CCB,WEPT_90,WEPT_Time,WEPT_1_acc,WEPT_2_acc,WEPT_3_acc,WEPT_4_acc,WEPT_5_acc,WEPT_6_acc,WEPT_7_acc,WEPT_8_acc,WEPT_Duration_1,WEPT_Duration_2,WEPT_Duration_3,WEPT_Duration_4,WEPT_Duration_5,WEPT_Duration_6,WEPT_Duration_7,WEPT_Duration_8,MIST_Timing_Page.Submit,T_Support,T_Delay,F_Support,F_Delay,MIST_score,MIST_T_score,MIST_F_score,T_Support_1,T_Support_2,T_Support_3,T_Support_4,T_Support_5,T_Delay_1,T_Delay_2,T_Delay_3,T_Delay_4,T_Delay_5,F_Support_1,F_Support_2,F_Support_3,F_Support_4,F_Support_5,F_Delay_1,F_Delay_2,F_Delay_3,F_Delay_4,F_Delay_5,F_Support_1_R,F_Support_2_R,F_Support_3_R,F_Support_4_R,F_Support_5_R,F_Delay_1_R,F_Delay_2_R,F_Delay_3_R,F_Delay_4_R,F_Delay_5_R,F_Support_R,F_Delay_R,MIST_dprime,MIST_cbias,MIST_hitrate,MIST_falsealarm,MIST_D_dprime,MIST_D_cbias,MIST_D_hitrate,MIST_D_falsealarm,MIST_S_dprime,MIST_S_cbias,MIST_S_hitrate,MIST_S_falsealarm,Inoculation_Group
D06969B5-A579-4841-8680-CDEF7D681A59,23/05/2023 09:44,2481,EN,Nigeria,23,3,48,1,3,3,1,0,0,0,3,NA,24.531,29.423,19.192,19.35,7,6,7,6,6.5,83,18.25,90,11,13.921,90,19,9.213,90,20,14.428,91,8,13.601,90,16,15.535,90,12,5.89,90,18,10.675,90,10,14.984,91,2,15.52,90,4,9.043,90,1,13.554,90,17,12.981,90,14,19.557,91,15,24.073,91,3,12.355,90,13,11.569,90,7,7.512,90,6,11.213,90,5,13.444,90,9,4.333333333,4,2.333333333,3.555555556,4,8,0.923076923,1,0.866666667,0.8,0.8,0.8,1,1,29.514,17.029,8.838,16.043,7.077,10.216,4.531,4.284,158.054,5,2,4,1,12,7,5,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,4,0.2,-0.6,0.7,0.5,0.2,-0.3,0.4,0.2,0.2,-0.9,1,0.8,Cognitive
4D3CEF46-A162-4E7F-BFDA-F4007F814318,23/05/2023 09:49,1661,EN,Nigeria,23,6,43,1,6,3,0,0,0,0,3,NA,12.17,15.937,16.819,20.05,3,4,2,3,3,55,15.585,44,19,4.892,60,10,16.534,56,3,13.058,55,2,11.209,48,16,20.271,68,1,5.015,55,11,2.879,74,6,4.501,70,5,10.433,76,8,5.051,41,20,4.921,74,7,7.618,62,18,17.078,47,17,11.843,48,13,3.1,56,4,18.199,74,15,5.84,56,9,10.598,55,12,8.949,59,14,3.333333333,3.666666667,2.666666667,3.222222222,0,1,0.615384615,0,0,0,0,0,0,0,365.462,11.558,NA,NA,NA,NA,NA,NA,50.497,2,5,1,2,14,7,3,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,4,3,0.4,-0.5,0.7,0.3,0.6,-0.7,1,0.4,0.2,-0.3,0.4,0.2,Socioaffective
F87CC05B-0FA2-4AAE-BA88-F18EB567AC3B,23/05/2023 11:10,81102,EN,Nigeria,23,4,41,0,6,4,2,0,0,0,3,NA,15.403,681.421,349.176,334.949,2,7,1,3,3.25,81,3.095,82,20,17.707,83,1,5.315,81,9,13.036,31,5,24.669,81,10,8.856,39,8,5.662,81,3,6.14,82,13,3.972,82,15,12.554,41,6,5.232,39,7,6.644,30,19,20.155,81,4,3.693,60,17,3.509,82,18,15.709,81,2,8.126,83,12,37.888,81,14,5.724,81,16,4.176,81,11,5,4.666666667,5,4.888888889,5,8,0.615384615,0.8,0.8,1,0.933333333,1,0.933333333,0.933333333,17.052,6.17,2.425,12.057,318.003,5.032,52.078,8.47,430.667,4,5,4,3,12,9,7,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,0.2,-0.8,0.9,0.7,0.4,-0.8,1,0.6,0,-0.8,0.8,0.8,Socioaffective
4668C240-4837-409D-8E1E-500C1AA37415,23/05/2023 11:59,3209,EN,Nigeria,23,1,73,0,8,3,1,0,0,0,3,NA,25.428,38.43,28.985,38.636,6,6,2,6,5,90,23.748,92,16,57.284,91,1,36.192,92,13,23.048,92,18,19.849,92,3,26.306,92,11,14.482,92,9,44.873,92,8,54.455,92,2,22.517,92,19,9.68,92,20,21.807,92,15,27.576,92,12,41.769,92,5,21.411,92,10,22.16,92,14,38.438,92,4,17.358,92,6,29.036,92,7,25.535,92,17,5,4.333333333,4.666666667,4.666666667,6,8,0.769230769,0.866666667,1,0.933333333,0.933333333,1,0.933333333,1,43.701,21.676,10.929,7.669,6.209,5.352,6.442,5.414,295.053,5,3,3,1,14,8,4,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,2,4,0.4,-0.6,0.8,0.4,0.4,-0.4,0.6,0.2,0.4,-0.8,1,0.6,Cognitive
8B211E8D-567F-412D-B77E-639E292287DC,23/05/2023 12:03,4010,EN,Nigeria,23,1,49,1,4,4,2,3,3,3,3,NA,79.863,19.832,83.942,65.321,6,7,1,1,3.75,100,70.232,8,2,46.194,20,5,77.961,51,7,30.525,90,16,36.455,49,18,40.605,0,12,12.643,49,20,60.381,50,4,25.723,51,19,62.654,9,11,15.955,10,9,24.617,0,14,53.787,8,3,33.641,0,13,71.562,10,17,67.795,90,6,54.592,90,15,36.217,9,1,71.968,50,10,49.679,9,8,5,5,5,5,3,3,0.923076923,1,1,0,0,0,0,0,45.484,18.075,11.553,3.479,NA,NA,NA,NA,359.782,4,2,2,1,13,6,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,3,4,0.3,-0.45,0.6,0.3,0.2,-0.3,0.4,0.2,0.4,-0.6,0.8,0.4,Cognitive
B99E056F-5991-4F4A-A649-B87B4B8F982E,23/05/2023 12:08,1264,EN,Nigeria,23,5,59,0,10,4,0,0,0,0,3,NA,11.419,16.475,17.001,16.301,2,5,2,4,3.25,79,3.101,82,8,5.361,65,15,7.4,52,7,3.301,77,10,2.7,63,19,3.136,70,16,3.601,52,14,2.765,62,12,4.001,75,9,8.445,32,6,3.768,78,3,3.651,85,1,5.439,40,18,4.054,67,20,7.183,42,13,3.236,76,5,4.769,29,17,4.601,79,4,3.638,74,2,4.254,77,11,4,4.333333333,3.333333333,3.888888889,7,8,0.230769231,1,0.933333333,0.933333333,1,1,1,0.933333333,2.3,2.821,2.54,2,3.475,3.792,3.676,3.9,104.918,5,3,5,5,8,8,10,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.9,0.8,1,-0.4,-0.8,0.6,1,0,-1,1,1,Cognitive
D6A9AF1D-98ED-4F7D-BE74-5F697A1DD743,23/05/2023 13:28,5592,EN,Nigeria,23,2,53,1,7,3,1,0,0,0,3,NA,17.684,16.483,19.864,17.379,5,4,5,4,4.5,71,6.843,62,18,12.521,70,7,6.473,62,10,7.167,58,6,3.426,62,19,4.74,55,16,6.338,70,5,4.221,60,17,5.964,60,4,9.688,60,3,9.697,57,2,18.042,72,9,4.098,62,12,4.322,58,15,6.306,60,14,3.395,63,20,34.258,64,11,3.784,61,8,6.047,65,13,17.77,49,1,5,4,2.666666667,3.888888889,7,8,0.692307692,0.933333333,0.933333333,1,1,1,1,0.933333333,22.387,14.223,25.352,8.558,7.601,4.654,4.404,36.094,201.602,5,4,5,4,10,9,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.9,0.9,0.9,0,-0.8,0.8,0.8,0,-1,1,1,Socioaffective
3B997A1C-FC8B-4BA4-94B6-AC0FC48D9827,23/05/2023 13:41,672,EN,Nigeria,23,6,50,1,8,3,1,0,0,0,3,NA,11.701,16.195,15.999,16.112,3,5,3,3,3.5,81,2.701,59,16,3.101,79,1,3.1,64,19,3.301,62,17,3.19,68,11,3.054,62,20,3.1,67,7,2.698,67,5,3.087,71,2,2.654,67,3,3.701,66,6,3.101,65,12,2.885,70,10,3.08,67,8,2.886,61,14,3.089,60,15,3.001,62,18,2.857,73,4,2.701,73,9,2.761,65,13,3,3.333333333,3.333333333,3.222222222,1,1,0.923076923,0,0,0,0,0,0,0,5.648,3.316,NA,NA,NA,NA,NA,NA,69.956,4,4,5,4,9,8,9,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.1,-0.85,0.8,0.9,0,-0.8,0.8,0.8,-0.2,-0.9,0.8,1,Socioaffective
25DAC881-E4B9-43D6-B203-333F627AD227,23/05/2023 14:30,4549,EN,Nigeria,23,4,60,0,6,3,3,0,0,0,3,NA,23.801,21.085,23.587,34.696,6,6,6,6,6,71,146.278,71,20,76.44,74,16,33.635,74,17,25.003,75,3,14.877,74,8,17.841,77,13,10.262,76,9,22.048,75,6,35.029,76,11,24.002,75,10,12.701,74,19,18.067,70,18,37.22,75,2,27.657,75,4,25.241,62,7,47.801,74,15,32.889,77,14,9.901,76,5,29.754,75,1,32.323,78,12,5,5,5,5,3,8,0.769230769,0.933333333,0.8,0.866666667,0.8,0.866666667,0.933333333,1,41.101,20.474,8.202,9.38,14.165,8.867,12.003,6.459,299.719,5,4,3,1,15,9,4,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,2,4,0.5,-0.65,0.9,0.4,0.6,-0.5,0.8,0.2,0.4,-0.8,1,0.6,Socioaffective
E392313F-A6DF-4DD4-8225-BCE82261911F,23/05/2023 15:11,1176,EN,Nigeria,23,3,25,0,2,4,2,4,2,4,3,NA,11.534,16.507,20.293,36.773,7,6,6,5,6,93,12.388,36,20,28.254,45,12,16.816,41,11,32.473,68,9,9.984,30,1,24.948,19,2,5.752,67,15,18.818,64,13,7.436,58,16,19.688,40,8,7.702,39,14,8.262,37,17,10.448,32,18,32.918,70,7,7.686,49,6,28.938,74,10,12.578,70,19,13.006,51,3,11.777,69,4,10.976,58,5,3.666666667,5,5,4.555555556,1,1,0.923076923,0,0,0,0,0,0,0,2.454,4.141,NA,NA,NA,NA,NA,NA,129.185,5,3,5,2,11,8,7,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,3,0.1,-0.75,0.8,0.7,0.2,-0.5,0.6,0.4,0,-1,1,1,Cognitive
ECF78959-CD02-462C-AFC4-F5CED8DC60F5,23/05/2023 15:36,2265,EN,Nigeria,23,5,23,1,7,4,3,0,0,0,3,NA,15.194,17.517,19.173,24.294,7,7,7,7,7,76,16.216,91,15,12.149,81,16,12.732,88,10,18.223,91,8,16.035,92,20,14.622,92,3,6.569,91,6,13.081,91,13,10.802,91,4,21.401,81,19,65.899,76,18,14.352,81,7,11.666,88,17,13.189,91,5,18.217,84,1,17.202,73,12,12.577,91,9,9.801,91,2,11.9,84,14,10.588,82,11,5,4.333333333,4.666666667,4.666666667,8,8,0.923076923,1,0.933333333,0.933333333,1,1,1,1,24.707,11.686,17.701,3.373,14.673,2.635,2.031,1.278,120.506,5,4,5,3,11,9,8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.1,-0.85,0.9,0.8,0.2,-0.7,0.8,0.6,0,-1,1,1,Cognitive
0BDFF896-DC40-4669-BC44-EF9BAC60BCAD,23/05/2023 15:36,2273,EN,Nigeria,23,6,24,0,8,3,2,0,0,0,3,NA,14.27,16.583,17.547,87.362,5,7,7,5,6,88,14.404,82,17,14.64,81,3,44.856,84,10,20.958,62,5,16.744,74,18,25,89,1,15.4,83,6,20.478,75,13,18.049,84,20,24.14,80,8,3.508,86,14,19.731,97,9,16.788,72,12,26.502,95,2,24.774,74,4,18.629,74,11,20.493,88,19,17.048,84,15,27.603,77,7,48.947,85,16,4.666666667,4.666666667,4,4.444444444,0,1,0.769230769,0,0,0,0,0,0,0,37.202,8.201,NA,NA,NA,NA,NA,NA,149.685,5,3,4,3,11,8,7,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0.1,-0.75,0.8,0.7,0,-0.6,0.6,0.6,0.2,-0.9,1,0.8,Socioaffective
C67E31A3-9048-4D54-82F0-CEFCAAF7C429,23/05/2023 15:46,1719,EN,Nigeria,23,1,25,0,8,3,1,0,0,0,3,NA,11.787,19.724,16.553,19.086,4,7,7,1,4.75,90,27.2,0,10,9.2,0,13,3.558,0,17,3.965,0,16,2.861,0,20,6.67,0,18,5.541,90,3,12.14,0,8,12.101,90,7,3.857,0,15,27.8,90,6,3.801,0,19,27.901,90,5,8.784,90,2,2.502,0,14,12.645,91,4,3.999,0,11,3.686,0,9,29.39,93,1,3.002,0,12,1.333333333,1,1.333333333,1.222222222,2,2,0.923076923,0.933333333,0,0,0,0,0,0,14.773,5.49,1.972,NA,NA,NA,NA,NA,325.041,0,1,1,1,9,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,4,4,-0.1,-0.15,0.1,0.2,0,-0.2,0.2,0.2,-0.2,-0.1,0,0.2,Cognitive
4A39B4C3-5F75-4F7E-BD87-42B0323AA2D7,23/05/2023 15:49,2204,EN,Nigeria,23,3,23,0,5,3,2,0,0,0,3,NA,38.407,33.107,19.404,21.106,6,5,5,5,5.25,71,8.407,95,11,13.984,99,17,15.803,99,13,16.848,83,6,15.905,95,20,10.688,98,15,3.301,100,12,15.386,100,10,7.363,81,7,15.178,81,8,4.708,97,16,17.807,98,18,10.276,81,9,16.791,100,14,19.57,72,1,31.85,72,2,22.277,99,19,7.25,76,4,12.506,83,5,46.406,72,3,4.666666667,3.666666667,4,4.111111111,6,8,0.846153846,0.8,0.933333333,1,0.933333333,0.933333333,0.933333333,0.933333333,25.463,5.506,3.307,2.504,2.402,8.007,3.279,5.853,199.187,5,3,2,1,15,8,3,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,3,4,0.5,-0.55,0.8,0.3,0.4,-0.4,0.6,0.2,0.6,-0.7,1,0.4,Cognitive
0CEE4715-56F6-4D5C-8CDD-E50A81D0E4B2,23/05/2023 15:54,3409,EN,Nigeria,23,2,49,1,5,3,3,0,0,0,3,NA,68.635,17.853,27.091,38.185,6,6,5,5,5.5,70,18.101,70,20,23.4,70,16,21.093,70,10,19.5,70,12,16.892,70,14,29.884,70,2,7.491,70,9,32.883,69,1,16.401,70,17,24.7,70,11,6.201,70,8,21.278,72,19,17.701,70,13,17.901,70,15,25.651,70,5,16.302,70,18,18.374,70,7,11.2,70,4,23.701,70,3,19.901,70,6,4.666666667,4,4.666666667,4.444444444,7,8,0.923076923,1,1,0.8,1,0.933333333,1,1,43.731,21.269,5.983,29.112,6.135,12.067,8.271,4.205,782.052,5,2,3,1,13,7,4,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,2,4,0.3,-0.55,0.7,0.4,0.2,-0.3,0.4,0.2,0.4,-0.8,1,0.6,Socioaffective
F8E925BB-DBD8-40ED-B5E7-AAC9065DCE16,23/05/2023 15:55,3661,EN,Nigeria,23,0,24,0,7,2,3,0,0,0,3,NA,NA,NA,NA,NA,7,6,4,4,5.25,60,30.622,45,5,454.641,44,12,57.867,61,15,31.496,63,20,24.717,58,16,35.982,43,8,7.235,92,17,5.078,65,14,18.029,60,1,3.727,56,9,13.11,24,6,3.456,36,4,31.699,62,18,27.015,44,7,21.608,55,13,29.19,54,19,19.895,67,11,66.504,70,3,4.557,44,10,26.386,61,2,5,3,4.666666667,4.222222222,0,3,0,0.066666667,0.133333333,0,0,0,0,0,1.874,39.182,3.841,2.884,NA,NA,NA,NA,270.075,3,4,5,3,9,7,8,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,-0.1,-0.75,0.7,0.8,0.2,-0.7,0.8,0.6,-0.4,-0.8,0.6,1,Control
5B6D9802-68C1-4F6E-970A-CD96043E84B7,23/05/2023 16:36,3655,EN,Nigeria,23,1,24,0,7,3,1,0,0,0,3,NA,23.403,32.047,31.401,28.448,7,6,1,2,4,100,35.639,84,16,31.964,87,4,30.903,86,9,20.051,71,7,49.07,86,2,10.862,74,19,16.303,91,11,25.505,91,17,9.405,87,8,39.497,74,3,12.857,87,14,27.234,94,1,20.248,91,15,10.765,38,20,14.601,36,13,17.085,85,12,15.403,93,10,6.378,33,6,53.071,71,5,21.006,84,18,5,4.666666667,3.333333333,4.333333333,8,8,0.923076923,1,1,0.933333333,1,1,1,1,27.55,9.366,2.202,1.972,10.969,7.603,7.102,18.156,171.906,3,4,1,2,14,7,3,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,4,3,0.4,-0.5,0.7,0.3,0.4,-0.6,0.8,0.4,0.4,-0.4,0.6,0.2,Cognitive
97DEFDB6-CAF1-4978-8AC6-CF3C50DFEA0D,23/05/2023 16:54,692,EN,Nigeria,23,6,24,0,5,999,2,0,0,0,3,NA,11.429,16.183,16.666,16.357,3,4,3,3,3.25,61,3.053,43,1,3.601,63,9,3.001,61,7,2.913,54,14,2.685,65,6,3.445,59,3,5.894,35,17,6.616,59,19,2.581,41,15,2.794,41,8,3.701,60,18,4.601,41,10,2.648,56,11,4.086,41,20,3.109,59,4,2.808,44,16,6.337,56,2,3.01,39,12,2.67,58,13,2.573,42,5,3.333333333,3.333333333,3,3.222222222,0,0,0,0,0,0,0,0,0,0,21.269,NA,NA,NA,NA,NA,NA,NA,38.089,2,2,3,3,8,4,6,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,2,2,-0.2,-0.5,0.4,0.6,-0.2,-0.5,0.4,0.6,-0.2,-0.5,0.4,0.6,Socioaffective
D36E1039-1FB7-4CE9-AA63-05B8104B1925,23/05/2023 17:28,1816,EN,Nigeria,23,2,22,0,9,3,2,0,0,0,3,NA,33.604,20.535,25.802,29.306,7,6,4,5,5.5,68,29.705,69,19,43.503,69,13,23.637,70,6,36.7,69,17,24.469,67,14,21.695,67,18,12.178,68,3,21.244,69,20,16.179,69,9,25.246,67,2,10.55,68,11,55.592,67,1,21.655,68,12,24.504,68,10,27.175,69,7,18.603,70,4,23.355,69,8,14.487,70,5,23.101,68,15,50.407,66,16,3.666666667,4,3.333333333,3.666666667,1,2,0.769230769,1,0,0,0,0,0,0,31.391,7.041,4.007,NA,NA,NA,NA,NA,158.028,5,4,2,1,16,9,3,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,3,4,0.6,-0.6,0.9,0.3,0.6,-0.5,0.8,0.2,0.6,-0.7,1,0.4,Socioaffective
D5C322F2-2011-411F-80C8-A4E44093B113,23/05/2023 17:57,2174,EN,Nigeria,23,5,23,0,6,2,3,0,0,0,3,NA,26.174,20.784,17.997,31.046,7,5,5,1,4.5,50,20.701,52,12,11.901,50,11,21.959,65,3,23.4,70,1,15.501,43,16,17.763,52,18,7.335,53,20,18.667,39,14,9.001,52,17,18.698,70,5,8.745,54,19,16.345,70,6,16.887,30,15,37.014,70,2,17.468,40,8,16.739,50,9,19.973,43,10,10.222,60,4,14.429,40,7,22.8,52,13,3.666666667,4,3,3.555555556,0,1,0.846153846,0,0,0,0,0,0,0,34.856,10.292,NA,NA,NA,NA,NA,NA,201.508,4,4,2,4,12,8,6,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,3,1,0.2,-0.7,0.8,0.6,0,-0.8,0.8,0.8,0.4,-0.6,0.8,0.4,Cognitive
64E3FCEC-3EBC-4CA4-A4C5-9340E9996E16,23/05/2023 18:09,1372,EN,Nigeria,23,1,21,0,4,3,3,0,0,0,3,NA,13.239,24.749,24.952,17.377,5,4,7,4,5,36,3.242,34,8,3.134,46,13,6.96,36,16,3.155,41,19,3.31,35,11,6.13,37,1,3.199,33,4,14.439,39,20,3.551,43,6,3.188,41,12,4.453,45,10,3.491,44,7,3.6,36,2,2.902,40,5,3.737,38,3,4.738,34,9,3.616,36,15,3.528,38,14,3.554,39,18,12,37,17,5,5,5,5,2,2,0.923076923,0.933333333,0,0,0,0,0,0,14.023,7.072,5.822,NA,NA,NA,NA,NA,70.296,5,5,5,5,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,1,1,0,-1,1,1,Cognitive
D95B04B4-DC78-4342-9F49-3370A1A372CF,23/05/2023 18:50,1729,EN,Nigeria,23,6,22,0,6,3,1,0,0,0,3,NA,22.193,17.324,15.978,21.537,6,6,4,4,5,91,17.052,65,11,4.112,65,6,9.388,65,5,4.101,65,2,90.001,65,12,2.782,66,17,3.174,66,16,3.156,66,20,2.796,65,8,3.393,65,3,2.949,65,10,3.101,65,14,5.667,65,4,3.161,65,7,6.681,71,1,5.635,65,18,3.331,65,15,3.25,66,13,3.177,65,9,2.823,66,19,5,5,5,5,2,3,0.846153846,1,1,0,0,0,0,0,17.556,5.274,3.485,3.507,NA,NA,NA,NA,285.445,5,4,5,2,12,9,7,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0.2,-0.8,0.9,0.7,0.4,-0.6,0.8,0.4,0,-1,1,1,Socioaffective
71D28E4C-DB16-499C-96B2-950FFBB3C94C,23/05/2023 19:36,3460,EN,Nigeria,23,3,32,1,1,4,3,0,0,0,3,NA,22.382,34.541,44.505,82.308,4,4,5,3,4,70,44.436,46,10,18.877,56,16,18.101,59,17,74.267,64,7,48.404,58,8,43.132,71,3,8.141,70,6,256.532,65,12,17.365,61,11,76.699,59,13,12.869,43,14,80.023,70,1,62.157,70,2,22.945,41,19,27.47,48,15,57.751,70,4,21.849,56,9,17.747,71,5,160.375,74,18,40.558,59,20,3.666666667,4,3,3.555555556,0,2,0.846153846,0.866666667,0,0,0,0,0,0,38.607,5.848,6.887,NA,NA,NA,NA,NA,225.971,3,4,0,4,13,7,4,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,5,1,0.3,-0.55,0.7,0.4,0,-0.8,0.8,0.8,0.6,-0.3,0.6,0,Cognitive
A1C791BC-5A13-4152-B5B5-5F7CD68AD1EE,23/05/2023 19:38,1410,EN,Nigeria,23,4,21,0,1,4,3,0,0,0,3,NA,11.954,16.605,16.44,16.736,5,6,4,6,5.25,83,3.562,64,15,5.206,84,1,4.406,38,14,2.605,36,18,2.608,39,17,2.986,90,7,3.301,100,6,3.501,74,10,3.449,77,5,3.377,83,13,4.758,35,4,4.139,74,11,3.542,72,16,3.475,69,12,10.969,66,3,4.704,84,2,2.956,100,19,3.002,32,20,3.582,69,9,4.403,83,8,4.333333333,5,4,4.444444444,0,0,0,0,0,0,0,0,0,0,44.408,NA,NA,NA,NA,NA,NA,NA,176.557,5,5,5,3,12,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0.2,-0.9,1,0.8,0.4,-0.8,1,0.6,0,-1,1,1,Socioaffective
B474E333-D80E-45EB-821C-2EF5FABA5800,23/05/2023 19:45,1636,EN,Nigeria,23,2,22,0,4,3,3,0,0,0,3,NA,14.298,20.652,25.901,56.237,4,6,5,3,4.5,66,16.896,75,3,2.8,42,6,2.866,61,18,2.801,65,13,2.848,60,9,5.395,60,19,6.301,58,20,5.262,58,7,6.288,57,10,2.7,64,12,8.704,62,14,2.77,61,8,21.987,65,1,18.394,71,2,3.27,64,15,3.2,65,11,20.301,59,4,21.392,61,17,2.901,60,16,7.6,66,5,4.333333333,4.666666667,4,4.333333333,2,2,0.923076923,1,0,0,0,0,0,0,50.856,18.501,6.891,NA,NA,NA,NA,NA,270.532,5,5,5,2,13,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0.3,-0.85,1,0.7,0.6,-0.7,1,0.4,0,-1,1,1,Socioaffective
D2E35806-17F2-4039-B4BB-7AC09F156A3F,23/05/2023 19:56,4619,EN,Nigeria,23,5,20,0,6,3,3,0,0,0,3,NA,83.151,23.991,16.158,296.018,4,3,3,3,3.25,50,27.25,55,14,15.925,55,6,18.999,57,8,19.055,54,15,16.273,52,13,12.23,57,9,6.29,49,3,20.153,61,19,21.338,57,17,22.197,54,16,6.278,55,5,40.615,50,2,18.867,57,12,22.465,50,1,34.511,55,20,96.717,56,11,21.761,55,18,11.385,55,4,16.991,57,10,32.728,55,7,3,4,3,3.333333333,5,5,0.923076923,1,0.933333333,0.933333333,1,0,0,0,38.408,9.15,10.987,3.974,19.378,6.785,NA,NA,302.532,4,3,4,2,11,7,6,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,3,0.1,-0.65,0.7,0.6,0.2,-0.5,0.6,0.4,0,-0.8,0.8,0.8,Cognitive
