ui,EndDate,Duration_tot,UserLanguage,Country,Consent_1,Condition,Age,Gender,Pol_ideo,Education,CRT,Demand_1,Demand_2,Demand,Attention_1,Attention_H,Timing_Inoc_Opening,Timing_Inoc_Warning,Timing_Inoc_1,Timing_Inoc_2,Threat_1,Threat_2,Threat_3,Threat_4,Threat,Affect_T1_1,Sci_Duration_1,Sci_1_Affect_1,Trial_1,Sci_Duration_2,Sci_2_Affect_1,Trial_2,Sci_Duration_3,Sci_3_Affect_1,Trial_3,Sci_Duration_4,Sci_4_Affect_1,Trial_4,Sci_Duration_5,Sci_5_Affect_1,Trial_5,Sci_Duration_6,Sci_6_Affect_1,Trial_6,Sci_Duration_7,Sci_7_Affect_1,Trial_7,Sci_Duration_8,Sci_8_Affect_1,Trial_8,Sci_Duration_9,Sci_9_Affect_1,Trial_9,Sci_Duration_10,Sci_10_Affect_1,Trial_10,Action_Duration_1,Act_1_Affect_1,Trial_11,Action_Duration_2,Act_2_Affect_1,Trial_12,Action_Duration_3,Act_3_Affect_1,Trial_13,Action_Duration_4,Act_4_Affect_1,Trial_14,Action_Duration_5,Act_5_Affect_1,Trial_15,Action_Duration_6,Act_6_Affect_1,Trial_16,Action_Duration_7,Act_7_Affect_1,Trial_17,Action_Duration_8,Act_8_Affect_1,Trial_18,Action_Duration_9,Act_9_Affect_1,Trial_19,Action_Duration_10,Act_10_Affect_1,Trial_20,CCB_real,CCB_cause,CCB_cons,CCB,WEPT_90,WEPT_Time,WEPT_1_acc,WEPT_2_acc,WEPT_3_acc,WEPT_4_acc,WEPT_5_acc,WEPT_6_acc,WEPT_7_acc,WEPT_8_acc,WEPT_Duration_1,WEPT_Duration_2,WEPT_Duration_3,WEPT_Duration_4,WEPT_Duration_5,WEPT_Duration_6,WEPT_Duration_7,WEPT_Duration_8,MIST_Timing_Page.Submit,T_Support,T_Delay,F_Support,F_Delay,MIST_score,MIST_T_score,MIST_F_score,T_Support_1,T_Support_2,T_Support_3,T_Support_4,T_Support_5,T_Delay_1,T_Delay_2,T_Delay_3,T_Delay_4,T_Delay_5,F_Support_1,F_Support_2,F_Support_3,F_Support_4,F_Support_5,F_Delay_1,F_Delay_2,F_Delay_3,F_Delay_4,F_Delay_5,F_Support_1_R,F_Support_2_R,F_Support_3_R,F_Support_4_R,F_Support_5_R,F_Delay_1_R,F_Delay_2_R,F_Delay_3_R,F_Delay_4_R,F_Delay_5_R,F_Support_R,F_Delay_R,MIST_dprime,MIST_cbias,MIST_hitrate,MIST_falsealarm,MIST_D_dprime,MIST_D_cbias,MIST_D_hitrate,MIST_D_falsealarm,MIST_S_dprime,MIST_S_cbias,MIST_S_hitrate,MIST_S_falsealarm,Inoculation_Group
1EE71C73-90AD-406C-B7BE-A7A4E11FBCE7,16/05/2023 12:52,468,EN,Singapore,23,1,20,1,6,3,3,0,0,0,3,NA,10.701,16.129,17.21,15.652,5,4,5,4,4.5,60,3.108,68,17,6,21,12,4.584,69,8,3.02,37,16,10.348,65,13,5.862,69,1,2.915,64,20,8.962,13,6,3.063,67,14,3.671,62,5,2.684,24,18,3.392,15,19,3.46,41,3,6.338,67,2,5.962,83,4,3.134,69,7,3.755,39,10,4.196,32,9,3.043,65,11,2.947,37,15,4.666666667,4.333333333,4.333333333,4.444444444,0,0,0,0,0,0,0,0,0,0,6.191,NA,NA,NA,NA,NA,NA,NA,19.989,4,3,3,5,9,7,8,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,-0.1,-0.75,0.7,0.8,-0.4,-0.8,0.6,1,0.2,-0.7,0.8,0.6,Cognitive
3DB12CA2-138A-4A4A-A6DC-9DB75ECA3DCB,16/05/2023 12:52,1827,EN,Singapore,23,6,32,1,6,3,0,0,0,0,3,NA,10.949,19.7,18.701,16.655,4,4,4,4,4,50,3.735,53,7,3.088,50,3,3.286,53,9,9.451,48,4,2.675,53,10,6.702,53,5,2.935,53,11,3.801,53,6,2.97,53,14,3.434,51,2,6.903,51,1,3.08,53,20,3.199,52,18,2.802,53,19,3.263,52,17,2.901,53,15,2.676,53,13,23.89,53,8,4.397,53,16,2.601,51,12,3,3,3,3,4,8,0.769230769,0.8,0.866666667,0.933333333,1,0.866666667,0.933333333,0.933333333,10.597,3,4.381,4.6,12.305,18.482,6.7,8.163,88.642,4,2,5,4,7,6,9,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.3,-0.75,0.6,0.9,-0.4,-0.6,0.4,0.8,-0.2,-0.9,0.8,1,Socioaffective
28EBDD41-6C61-47A3-9AE9-4653F9500484,16/05/2023 12:57,1382,EN,Singapore,23,6,38,0,5,2,3,0,0,0,3,NA,17.101,19.301,63.094,16.58,5,4,6,5,5,60,8.27,50,3,2.501,0,12,5.801,65,16,5.202,100,9,26.375,51,15,5.288,50,4,2.702,55,13,4.963,33,19,3.473,61,6,2.701,27,18,2.802,75,10,6.203,50,2,150.304,60,1,5.001,40,11,4.402,70,8,2.77,68,17,19.386,69,20,3.084,63,14,4.901,60,5,3.801,60,7,4,3.666666667,4,3.888888889,2,2,0.923076923,1,0,0,0,0,0,0,9.482,32.15,6.812,NA,NA,NA,NA,NA,205.276,2,5,5,2,10,7,7,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,-0.7,0.7,0.7,0.6,-0.7,1,0.4,-0.6,-0.7,0.4,1,Socioaffective
ACC7C3E7-66AD-4105-BD19-88B13231A292,16/05/2023 12:58,584,EN,Singapore,23,1,51,0,6,3,2,0,0,0,3,NA,10.881,16.56,16.409,15.813,4,4,4,4,4,50,15.027,50,12,6.697,53,11,11.604,50,15,2.895,50,4,4.645,50,13,2.684,53,5,4.728,59,10,23.297,50,6,4.185,50,17,6.22,50,1,2.6,54,14,7.264,50,9,3.051,50,16,2.709,50,18,2.913,50,3,2.683,50,2,2.741,50,7,2.54,50,20,4.09,50,19,2.729,62,8,3.333333333,3.666666667,3.333333333,3.444444444,0,0,0,0,0,0,0,0,0,0,6.733,NA,NA,NA,NA,NA,NA,NA,44.087,5,5,5,4,11,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1,-0.95,1,0.9,0.2,-0.9,1,0.8,0,-1,1,1,Cognitive
EA0B490A-9381-47D9-9D78-DAAF8AF44CFC,16/05/2023 13:01,502,EN,Singapore,23,0,23,1,5,3,2,0,0,0,3,NA,NA,NA,NA,NA,4,3,3,4,3.5,70,4.473,71,4,3.33,59,5,10.955,74,1,5.033,43,17,2.57,46,14,2.576,40,15,2.64,31,6,2.636,68,8,2.603,71,20,4.258,37,7,2.791,41,9,2.7,61,2,2.816,44,19,2.649,43,12,3.17,41,11,4.068,38,3,2.677,44,13,2.456,43,10,2.521,46,18,2.564,46,16,4.333333333,4,4,4.111111111,1,3,0.923076923,0.8,0,0,0,0,0,0,2.321,1.786,1.661,2.083,NA,NA,NA,NA,47.823,5,4,4,3,12,9,7,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2,0.2,-0.8,0.9,0.7,0.2,-0.7,0.8,0.6,0.2,-0.9,1,0.8,Control
80DE9A00-0F1A-40C7-A409-948EE6F3D86D,16/05/2023 13:03,1137,EN,Singapore,23,4,19,1,6,2,2,0,0,0,3,NA,14.046,15.932,15.946,16.037,4,4,3,4,3.75,72,19.99,72,1,6.057,70,14,4.449,66,11,4.984,70,12,2.918,68,16,9.599,69,8,5.491,69,7,8.256,68,19,9.711,72,3,8.829,70,13,3.166,69,6,12.437,71,2,7.939,68,18,8.223,68,5,7.649,69,9,4.162,67,17,3.356,70,20,3.222,68,15,8.783,70,10,4.485,69,4,5,4,4.333333333,4.444444444,3,3,0.923076923,0.933333333,1,0,0,0,0,0,16.944,11.262,12.118,8.691,NA,NA,NA,NA,157.726,5,3,5,1,12,8,6,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0.2,-0.7,0.8,0.6,0.4,-0.4,0.6,0.2,0,-1,1,1,Socioaffective
8B19583A-B0DD-4744-8DCE-CAAF55205C40,16/05/2023 13:04,1166,EN,Singapore,23,2,30,0,6,3,1,0,0,0,3,NA,14.753,16.182,18.411,30.139,4,4,4,4,4,50,20.135,50,1,3.205,50,17,15.707,65,11,20.097,50,5,15.754,50,19,4.173,50,7,4.702,50,12,3.855,50,9,2.6,50,8,14.765,50,10,4.839,50,20,13.597,50,18,2.97,50,14,14.007,50,2,21.991,50,4,15.952,90,15,14.692,65,3,3.608,50,6,3.158,50,16,3.32,50,13,3.333333333,4,4,3.777777778,2,2,0.923076923,1,0,0,0,0,0,0,11.478,8.649,4.481,NA,NA,NA,NA,NA,155.94,4,4,5,1,12,8,6,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0.2,-0.7,0.8,0.6,0.6,-0.5,0.8,0.2,-0.2,-0.9,0.8,1,Socioaffective
A8506FD7-95D4-45D9-9002-BE1BDACA73FA,16/05/2023 13:04,1181,EN,Singapore,23,6,28,0,6,3,3,0,0,0,3,NA,15.672,17.108,16.285,15.973,5,6,5,4,5,78,3.57,59,15,3.007,60,3,15.165,50,18,4.433,50,1,3.152,65,11,4.407,50,8,3.457,38,20,2.501,65,4,3.144,50,10,3.666,56,13,4.902,50,17,9.927,65,6,10.191,50,12,6.516,65,9,8.209,50,16,3.574,50,19,2.943,50,14,11.442,60,7,4.166,61,2,3.897,62,5,4.333333333,4,4,4.111111111,1,2,0.923076923,0.866666667,0,0,0,0,0,0,2.951,12.433,1.837,NA,NA,NA,NA,NA,177.932,4,4,5,2,11,8,7,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,0.1,-0.75,0.8,0.7,0.4,-0.6,0.8,0.4,-0.2,-0.9,0.8,1,Socioaffective
26955768-D7A9-441A-AEAF-239018D138B8,16/05/2023 13:05,1379,EN,Singapore,23,3,30,0,4,3,2,0,0,0,3,NA,13,25.001,17.174,23.416,5,4,5,4,4.5,70,4.204,84,6,6.578,63,18,9.201,62,4,4.101,65,15,8.801,59,9,24.471,79,2,33.549,66,19,6.49,64,11,4.076,62,14,5.701,73,10,3.685,42,8,3.803,67,20,56.594,74,5,3.797,44,13,10.895,61,3,4.301,72,17,7.502,69,16,19.701,72,1,3.002,66,12,7.298,60,7,4.333333333,4,4.333333333,4.222222222,1,2,0.923076923,0.866666667,0,0,0,0,0,0,36.412,14.1,11.901,NA,NA,NA,NA,NA,158.853,5,4,4,3,12,9,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,0.2,-0.8,0.9,0.7,0.2,-0.7,0.8,0.6,0.2,-0.9,1,0.8,Cognitive
CF002505-4633-408F-9E15-78E75B487C15,16/05/2023 13:05,632,EN,Singapore,23,3,32,1,5,2,2,0,0,0,3,NA,11.579,27.146,20.703,16.001,3,3,3,3,3,60,2.663,61,8,3.446,69,15,2.557,69,13,2.633,70,10,2.902,69,18,5.63,63,19,2.784,67,3,2.506,70,20,3.264,67,2,2.609,72,11,2.608,69,12,3.304,64,17,2.901,62,9,3.906,63,6,2.575,64,7,2.931,69,14,7.762,63,1,2.799,62,5,16.779,65,16,2.88,66,4,3.666666667,1.333333333,1.666666667,2.222222222,0,2,0.153846154,0.133333333,0,0,0,0,0,0,1.55,1.866,2.107,NA,NA,NA,NA,NA,43.679,3,5,4,5,9,8,9,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.1,-0.85,0.8,0.9,0,-1,1,1,-0.2,-0.7,0.6,0.8,Cognitive
3B498D62-F574-4EAD-8724-F395CBD576BB,16/05/2023 13:06,956,EN,Singapore,23,5,29,1,10,3,1,0,0,0,3,NA,11.336,15.776,16.297,16.026,5,3,4,5,4.25,27,4.013,56,5,2.835,61,11,23.616,37,18,9.004,64,16,4.848,64,4,3.032,40,7,4.642,61,2,2.607,40,20,3.346,67,19,3.151,39,3,8.559,66,13,3.517,41,8,3.254,66,15,12.354,72,1,7.495,38,12,3.163,42,14,2.779,62,9,2.884,40,10,3.161,41,6,2.674,68,17,3.666666667,5,4.333333333,4.333333333,0,1,0.846153846,0,0,0,0,0,0,0,16.065,12.813,NA,NA,NA,NA,NA,NA,189.317,5,5,5,3,12,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.2,-0.9,1,0.8,0.4,-0.8,1,0.6,0,-1,1,1,Cognitive
BB00CB37-9DF5-4ABA-B550-7467347C59B6,16/05/2023 13:10,1959,EN,Singapore,23,6,42,1,1,3,1,0,0,0,3,NA,19.101,17.286,30.3,44.591,5,6,5,5,5.25,51,5.981,67,14,15.156,76,18,11.67,76,19,19.343,82,17,20.201,60,5,9.084,78,13,17.801,39,2,22.136,83,8,11.775,70,9,6.972,78,12,9.392,76,16,10.894,85,20,6.655,88,15,33.065,63,1,37.055,68,3,6.16,62,10,20.587,76,6,5.401,52,11,18.679,52,4,15.083,81,7,4.333333333,4.333333333,4.666666667,4.444444444,2,2,0.923076923,0.933333333,0,0,0,0,0,0,13.888,8.382,11.4,NA,NA,NA,NA,NA,174.371,5,4,3,4,12,9,7,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,2,1,0.2,-0.8,0.9,0.7,0,-0.8,0.8,0.8,0.4,-0.8,1,0.6,Socioaffective
962D994E-AA84-40C7-8713-291C480F8B7D,16/05/2023 13:17,1109,EN,Singapore,23,0,39,1,6,3,2,0,0,0,3,NA,NA,NA,NA,NA,3,4,4,5,4,35,3.659,39,1,3.213,17,19,4.972,87,16,4.272,62,12,3.822,35,18,4.047,60,20,3.264,82,6,8.499,31,9,7.497,61,3,3.776,18,5,3.637,50,2,19.065,19,7,4.91,18,15,6.624,50,4,9.318,22,10,4.25,6,13,6.685,67,17,4.074,0,14,13.837,6,8,16.6,15,11,5,4.666666667,5,4.888888889,6,7,0.923076923,0.933333333,0.8,0.933333333,1,1,1,0,5.825,5.984,3.595,9.023,2.559,22.08,3.863,2.001,30.364,5,5,5,5,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,1,1,0,-1,1,1,Control
A3B6BCBD-8227-4F1F-A701-505FC095E93A,16/05/2023 13:18,628,EN,Singapore,23,2,28,1,5,4,1,0,0,0,3,NA,12.642,15.823,17.475,16.546,4,4,4,4,4,60,2.849,49,14,2.675,53,18,11.883,60,2,2.988,51,6,2.7,52,13,2.709,60,3,3.142,50,4,3.178,55,10,3.965,50,8,2.709,48,9,6.364,36,15,4.476,51,16,6.287,50,12,3.399,45,11,3.498,41,17,2.601,55,7,4.327,46,19,3.23,40,5,3.304,46,20,4.973,60,1,4.666666667,4,4.666666667,4.444444444,0,0,0,0,0,0,0,0,0,0,2.284,NA,NA,NA,NA,NA,NA,NA,61.401,5,5,5,3,12,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0.2,-0.9,1,0.8,0.4,-0.8,1,0.6,0,-1,1,1,Socioaffective
405EF396-6E0D-4F22-9784-A90AC6D993CC,16/05/2023 13:18,922,EN,Singapore,23,4,38,1,7,2,0,0,0,0,3,NA,10.74,15.601,15.83,18.697,6,6,6,5,5.75,69,2.643,65,12,2.489,67,17,2.965,80,9,2.724,76,8,3.001,66,11,2.593,66,14,2.767,72,5,2.525,72,16,4.701,59,13,2.884,41,15,2.701,30,1,6.787,50,20,3.859,70,7,3.301,58,2,5.687,79,4,2.636,65,19,2.766,68,10,7.701,34,3,2.644,33,18,4.601,52,6,5,4.333333333,4.666666667,4.666666667,6,8,0.923076923,0.866666667,0.933333333,0.933333333,0.866666667,1,0.933333333,1,2.194,1.582,1.673,1.775,1.861,1.672,1.883,1.579,44.797,4,5,5,3,11,9,8,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0.1,-0.85,0.9,0.8,0.4,-0.8,1,0.6,-0.2,-0.9,0.8,1,Socioaffective
B0B7DECE-6E7E-4629-9F79-D55B03DF54FE,16/05/2023 13:19,1336,EN,Singapore,23,5,43,1,6,3,0,0,0,0,3,NA,11.052,15.943,17.179,19.301,4,5,4,5,4.5,73,10.001,52,8,7.353,52,5,13.1,71,10,8.201,73,2,5.275,60,15,7.943,70,14,4.401,63,3,8.287,61,20,8.197,72,13,8.182,41,7,102.741,63,12,9.55,52,4,9.159,63,9,7.282,62,11,11.5,78,1,7.3,65,16,8.196,71,6,3.295,70,19,6.664,52,17,6.2,63,18,3.333333333,3.666666667,4.333333333,3.777777778,0,0,0,0,0,0,0,0,0,0,8.972,NA,NA,NA,NA,NA,NA,NA,247.545,5,4,4,2,13,9,6,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3,0.3,-0.75,0.9,0.6,0.4,-0.6,0.8,0.4,0.2,-0.9,1,0.8,Cognitive
8B5E3ADD-0699-4886-9446-50F22E86C486,16/05/2023 13:19,2582,EN,Singapore,23,0,42,0,5,4,1,0,0,0,3,NA,NA,NA,NA,NA,6,6,2,6,5,94,20.002,93,6,7.101,97,12,32.502,90,2,38.301,98,18,18.702,92,17,93.07,93,11,6.301,94,4,72.699,94,10,80.993,96,16,34.001,94,7,38.801,96,8,37.902,95,3,21.002,93,20,100.502,95,1,20.301,97,9,23.602,96,5,7.301,98,15,67.702,92,19,101.858,95,14,11.901,95,13,5,5,5,5,6,8,0.769230769,1,1,1,0.866666667,1,1,0.933333333,18.002,8.596,9.602,8.801,8.591,4.017,6.702,9.001,105.069,5,4,5,2,12,9,7,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,0.2,-0.8,0.9,0.7,0.4,-0.6,0.8,0.4,0,-1,1,1,Control
9C06C845-B9D5-4471-A268-10C9228E2CB6,16/05/2023 13:20,5111,EN,Singapore,23,5,35,0,10,3,1,0,0,0,3,NA,488.21,282.377,20.743,19.051,5,6,4,4,4.75,82,10.476,6,11,5.396,31,19,2.596,20,8,2.603,26,6,3.501,84,20,3.291,28,5,8.458,21,17,2.893,24,10,6.3,21,7,10.8,29,16,7.442,89,3,7.011,74,15,4.896,72,14,4.753,82,4,8.473,23,9,6.066,18,12,3.201,83,18,4.9,89,13,3.6,87,1,21.385,94,2,5,5,5,5,2,3,0.846153846,1,1,0,0,0,0,0,3.901,20.101,10.395,4.85,NA,NA,NA,NA,237.661,5,4,4,2,13,9,6,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,0.3,-0.75,0.9,0.6,0.4,-0.6,0.8,0.4,0.2,-0.9,1,0.8,Cognitive
FDDE2C0E-417A-486C-89A6-17C3BC63D394,16/05/2023 13:21,701,EN,Singapore,23,4,26,1,6,4,2,0,0,0,3,NA,11.332,16.059,21.301,16.463,6,4,4,4,4.5,53,2.593,41,15,2.667,65,8,2.732,66,3,2.775,48,17,2.674,32,14,37.753,36,18,3.601,49,9,4.901,66,12,5.901,37,10,2.741,24,6,3.878,64,2,3.001,43,20,2.995,75,5,2.588,41,16,3.401,41,19,9.46,36,7,3.447,33,1,5.67,35,13,7.801,71,11,2.6,75,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,15.605,NA,NA,NA,NA,NA,NA,NA,35.702,3,2,4,2,9,5,6,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,3,-0.1,-0.55,0.5,0.6,0,-0.4,0.4,0.4,-0.2,-0.7,0.6,0.8,Socioaffective
94855A50-3D4C-48F0-BE3B-8D734DC3FE4A,16/05/2023 13:26,998,EN,Singapore,23,2,36,0,7,3,0,0,0,0,3,NA,16.941,63.041,29.364,17.4,4,5,4,5,4.5,73,56.501,86,6,24.6,81,13,4.048,80,3,7.502,73,10,13.3,83,4,8.181,70,11,9.558,75,19,8.371,69,1,19.685,82,7,3.401,67,20,13.006,73,2,10.967,67,17,6.044,78,15,11.893,69,16,4.201,75,12,4.989,72,18,3.472,72,9,15.075,73,14,4.683,80,5,13.474,78,8,3,3.666666667,3.666666667,3.444444444,0,0,0,0,0,0,0,0,0,0,12.101,NA,NA,NA,NA,NA,NA,NA,18.119,2,5,3,3,11,7,6,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,2,2,0.1,-0.65,0.7,0.6,0.4,-0.8,1,0.6,-0.2,-0.5,0.4,0.6,Socioaffective
48CDB50D-5F6D-40BE-B33A-48A0BC423836,16/05/2023 13:26,605,EN,Singapore,23,1,47,0,6,3,1,0,0,0,3,NA,11.343,17.9,16.101,16.148,4,5,2,2,3.25,70,5.801,75,12,6.073,82,14,7.101,78,13,3.55,84,10,7.924,90,5,7.998,82,18,3.368,78,3,8.927,84,6,3.654,80,17,2.791,78,16,2.856,81,9,5.577,80,1,2.801,78,8,7.724,86,11,8.602,78,2,12.29,78,4,8.397,80,19,4.467,72,15,3.427,82,20,6.039,82,7,5,5,5,5,0,1,0.846153846,0,0,0,0,0,0,0,3.601,3.483,NA,NA,NA,NA,NA,NA,58.101,5,5,4,4,12,10,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0.2,-0.9,1,0.8,0.2,-0.9,1,0.8,0.2,-0.9,1,0.8,Cognitive
341A780A-9CDA-496D-84F2-F93D0F1012FE,16/05/2023 13:28,2228,EN,Singapore,23,1,39,1,5,4,0,0,0,0,3,NA,12.001,153.402,64.885,21.356,5,5,5,4,4.75,28,5.589,34,11,53.254,52,4,5.387,37,3,3.355,28,14,3.701,29,9,7.157,72,2,3.601,46,20,13.563,45,13,3.002,52,19,3.601,29,15,3.401,35,7,4.607,63,1,6.858,41,8,3.601,46,12,7.202,34,6,3.603,67,17,18.296,37,10,5.301,31,5,3.301,64,16,8.765,32,18,2.333333333,4,4,3.444444444,7,8,0.846153846,1,0.933333333,1,0.933333333,0.933333333,1,0.933333333,17.8,3.701,4.502,3.201,27.4,3.701,2.601,12.901,205.551,4,2,4,1,11,6,5,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,4,0.1,-0.55,0.6,0.5,0.2,-0.3,0.4,0.2,0,-0.8,0.8,0.8,Cognitive
BD6ABE63-449E-48C7-8452-28000888E944,16/05/2023 13:33,3721,EN,Singapore,23,3,35,1,1,3,2,0,0,0,3,NA,18.476,15.848,18.901,27.29,3,4,5,4,4,91,20.602,59,5,23.449,79,6,12.045,61,20,12.387,32,17,18.741,40,11,151.409,52,10,4.255,64,15,29.441,65,13,7.336,74,19,47.493,88,1,93.465,34,7,20.656,48,14,21.754,56,4,15.303,35,18,15.301,63,8,12.07,98,9,17.191,81,3,13.601,63,2,26.361,57,12,17.548,58,16,5,5,5,5,8,8,0.923076923,1,1,1,1,1,1,1,13.359,18.057,17.6,6.601,3.55,7.284,3.17,4.48,258.551,2,0,0,2,10,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,5,3,0,-0.2,0.2,0.2,-0.4,-0.2,0,0.4,0.4,-0.2,0.4,0,Cognitive
AFE8E164-7D9A-4530-BFF6-5E889299275A,16/05/2023 13:44,1119,EN,Singapore,23,3,25,1,10,4,0,0,0,0,3,NA,11.878,16.478,23.529,20.568,4,4,4,4,4,79,2.521,57,19,2.605,81,14,24.922,70,20,2.5,66,12,5.586,87,13,2.575,74,15,24.134,90,11,4.448,89,8,2.59,80,16,2.878,27,17,9.63,64,2,2.493,90,7,5.651,77,6,3.912,81,5,4.273,86,9,3.776,38,3,2.536,38,18,4.291,86,10,2.62,87,4,2.986,75,1,3.333333333,3.666666667,4,3.666666667,0,3,0.307692308,0.666666667,0.4,0,0,0,0,0,1.525,1.871,2.967,13.287,NA,NA,NA,NA,21.093,4,5,5,5,9,9,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.95,0.9,1,0,-1,1,1,-0.2,-0.9,0.8,1,Cognitive
AA97D39C-C656-4CF6-970A-E6B67F5895FF,16/05/2023 13:45,2297,EN,Singapore,23,6,19,1,6,2,3,0,0,0,3,NA,12.043,19.453,20.308,19.392,5,5,4,4,4.5,71,3.08,58,6,2.425,70,16,3.228,83,11,3.669,67,1,22.548,75,12,4.886,74,14,3.441,68,13,6.787,78,5,2.485,82,20,2.658,83,4,2.717,82,17,2.561,63,18,2.765,77,8,4.304,58,2,2.844,55,15,4.119,76,3,2.766,82,9,2.583,68,10,2.477,79,19,2.87,59,7,5,5,5,5,1,1,0.923076923,0,0,0,0,0,0,0,3.501,2.144,NA,NA,NA,NA,NA,NA,76.948,5,5,5,1,14,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0.4,-0.8,1,0.6,0.8,-0.6,1,0.2,0,-1,1,1,Socioaffective
D7573BB4-5C89-4BF1-897A-E601124E9292,16/05/2023 13:50,1674,EN,Singapore,23,0,32,1,7,3,1,0,0,0,3,NA,NA,NA,NA,NA,6,7,4,2,4.75,56,14.574,30,2,11.469,50,13,10.572,60,15,10.144,0,7,10.701,50,16,38.081,30,12,4.078,50,10,11.601,50,5,6.575,60,20,12.201,30,8,11.896,0,1,10.672,30,19,12.332,30,4,12.946,0,6,12.554,80,17,19.752,50,3,11.801,50,18,5.201,20,14,15.055,50,11,11.786,20,9,4.666666667,4.333333333,5,4.666666667,8,8,0.923076923,0.933333333,1,1,1,0.933333333,1,1,20.952,7.443,4,3,5.972,3.189,2.501,1.995,97.461,5,4,5,3,11,9,8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0.1,-0.85,0.9,0.8,0.2,-0.7,0.8,0.6,0,-1,1,1,Control
90FE300E-2E9D-4DF6-A69F-F83C065C7115,16/05/2023 13:53,1705,EN,Singapore,23,0,30,0,3,4,0,0,0,0,3,NA,NA,NA,NA,NA,4,4,3,3,3.5,66,9.406,69,8,7.335,69,9,6.03,64,15,2.73,66,7,5.819,67,13,6.239,65,16,4.191,61,17,3.281,69,12,6.386,68,11,6.106,70,6,3.196,61,10,5.678,66,3,5.161,37,1,6.932,57,14,5.395,61,18,6.117,60,19,6.733,60,20,3.34,61,4,6.546,62,2,4.607,63,5,4,4,3.333333333,3.777777778,0,0,0,0,0,0,0,0,0,0,3.93,NA,NA,NA,NA,NA,NA,NA,80.099,3,4,5,1,11,7,6,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0.1,-0.65,0.7,0.6,0.6,-0.5,0.8,0.2,-0.4,-0.8,0.6,1,Control
